Virus	Length	Genes	Viral_Genes	Host_Genes	Provirus	Group	Hallmark_Genes	Viral_Family	Vibrant	Host_MAG	Host_Class
D2_3693511||	2753	4	3	0	No	ssDNA	0	Unknown	Yes	None	None
D2_4221623||	2753	3	0	2	No	ssDNA	0	Unknown	No	None	None
D2_4647170||	2753	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D2_7558184||	2753	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2087215||	2752	4	0	1	No	ssDNA	0	Unknown	No	None	None
D1_3031873||	2752	4	1	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_3792843||	2752	5	1	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D2_6810178||	2752	4	0	0	No	ssDNA	0	Unknown	No	None	None
D3_4049983||	2752	3	2	0	No	dsDNAphage	2	Siphoviridae	No	None	None
D3_8340507||	2752	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5487105||	2752	7	0	1	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3440131||	2751	7	1	0	No	dsDNAphage	2	Herelleviridae	Yes	None	None
D2_7405749||	2751	2	0	0	No	ssDNA	0	Unknown	No	00033-contigs	Alphaproteobacteria
D2_8409836||	2751	2	0	0	No	ssDNA	0	Unknown	No	None	None
D4_2010188||	2751	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5887557||	2750	4	0	1	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_6140525||	2750	3	0	0	No	ssDNA	0	Unknown	No	00021-contigs	Verrucomicrobiae
D2_1348923||	2750	4	0	1	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D3_3542956||	2750	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_9103299||	2750	2	0	0	No	ssDNA	0	Unknown	No	00005-contigs	Bacteroidia
D3_9169289||	2750	5	1	0	No	ssDNA	0	Ackermannviridae	Yes	None	None
D4_1157313||	2750	2	0	0	No	dsDNAphage	0	Unknown	No	00003-contigs	Bacteroidia
D4_2310257||	2750	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_4527604||	2750	2	2	0	No	dsDNAphage	2	Unknown	No	None	None
D4_6144313||	2750	2	0	0	No	ssDNA	0	Unknown	No	None	None
D1_2463865||	2749	3	2	0	No	ssDNA	0	Unknown	No	None	None
D2_307751||	2749	5	3	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D2_6290150||	2749	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D2_7089624||	2749	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3916107||	2749	7	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_364737||	2749	5	2	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Alphaproteobacteria
D4_4507059||	2749	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_185506||	2748	3	2	0	No	dsDNAphage	1	Unknown	No	00009-contigs	Bacteroidia
D1_2521523||	2748	4	0	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_2775206||	2748	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D1_3268128||	2748	4	0	0	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Bacteroidia
D1_4944622||	2748	2	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_3871411||	2748	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_518535||	2748	6	1	0	No	dsDNAphage	0	Unknown	Yes	00054-contigs	Bacteroidia
D2_6802340||	2748	3	0	0	No	dsDNAphage	1	Myoviridae	No	None	None
D3_1955119||	2748	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_7290907||	2748	3	0	0	No	ssDNA	0	Unknown	No	00073-contigs	Alphaproteobacteria
D3_77672||	2748	5	1	0	No	ssDNA	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_8053729||	2748	2	1	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D3_9689517||	2748	4	0	2	No	ssDNA	0	Unknown	No	None	None
D4_1043902||	2748	4	0	2	No	ssDNA	0	Unknown	Yes	00050-contigs	Cyanobacteriia
D1_3834327||	2747	2	0	0	No	ssDNA	0	Unknown	No	None	None
D2_1143116||	2747	5	0	2	No	dsDNAphage	0	Unknown	No	00040-contigs	Desulfobacteria
D2_7469281||	2747	2	2	0	No	dsDNAphage	0	Siphoviridae	No	None	None
D3_351374||	2747	4	0	2	No	ssDNA	0	Unknown	No	None	None
D1_3269277||	2746	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_4961833||	2746	2	0	2	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_1457924||	2746	5	0	0	No	ssDNA	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D2_2148793||	2746	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_285460||	2746	5	0	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Bacteroidia
D2_5359087||	2746	6	0	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D3_1240215||	2746	5	1	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D4_955288||	2746	2	0	0	No	ssDNA	0	Unknown	No	00040-contigs	Gammaproteobacteria
D2_1684543||	2745	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_6229713||	2745	7	0	0	No	dsDNAphage	0	Unknown	Yes	00056-contigs	Gammaproteobacteria
D2_6586125||	2745	4	1	0	No	ssDNA	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D3_9194357||	2745	3	0	0	No	dsDNAphage	0	Unknown	No	00014-contigs	Bacteroidia
D4_1380217||	2745	3	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_193128||	2745	5	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_630836||	2745	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_3096315||	2744	3	1	0	No	ssDNA	0	Unknown	No	None	None
D1_5219792||	2744	3	1	0	No	dsDNAphage	1	Unknown	No	00014-contigs	Cyanobacteriia
D1_5827148||	2744	6	2	0	No	ssDNA	0	Unknown	Yes	00009-contigs	Bacteroidia
D2_5493008||	2744	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6578405||	2744	3	0	0	No	ssDNA	0	Unknown	No	00011-contigs	Alphaproteobacteria
D3_1305524||	2744	3	0	0	No	ssDNA	0	Unknown	No	00055-contigs	Verrucomicrobiae
D3_9362581||	2744	4	1	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D4_5983324||	2744	2	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D1_5756242||	2743	7	5	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D2_2156050||	2743	5	0	0	No	dsDNAphage	0	Unknown	Yes	00052-contigs	Phycisphaerae
D2_3932690||	2743	2	0	2	No	ssDNA	0	Unknown	No	00016-contigs	Cyanobacteriia
D2_7176622||	2743	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_2046465||	2743	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_5571288||	2743	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_6065728||	2743	5	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_8559630||	2743	4	2	0	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D4_1975644||	2743	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_3668216||	2743	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4460475||	2743	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D2_1329070||	2742	2	0	0	No	ssDNA	0	Unknown	No	00034-contigs	Gammaproteobacteria
D2_5413712||	2742	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6735235||	2742	6	3	0	No	ssDNA	0	Unknown	Yes	None	None
D3_17951||	2742	5	0	0	No	dsDNAphage	1	Unknown	Yes	00012-contigs	Gammaproteobacteria
D3_3459979||	2742	5	3	0	No	dsDNAphage	3	Myoviridae	Yes	00028-contigs	Alphaproteobacteria
D3_4198919||	2742	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7269459||	2742	8	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_8753478||	2742	1	0	0	No	dsDNAphage	1	Unknown	No	00039-contigs	Cyanobacteriia
D4_4025762||	2742	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4164484||	2742	2	0	0	No	dsDNAphage	1	Unknown	No	00037-contigs	Bacteroidia
D4_6011164||	2742	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_956136||	2742	7	1	1	Yes	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_3308687||	2741	3	0	0	No	ssDNA	0	Myoviridae	No	00001-contigs	Gammaproteobacteria
D2_3435094||	2741	3	1	0	No	ssDNA	0	Myoviridae	No	None	None
D3_4062877||	2741	3	3	0	No	ssDNA	0	Autographiviridae	No	None	None
D3_7406517||	2741	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_8409669||	2741	4	1	0	No	ssDNA	0	Unknown	No	None	None
D4_5065674||	2741	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_2257118||	2740	3	0	0	No	ssDNA	0	Unknown	No	00009-contigs	Bacteroidia
D2_2800809||	2740	3	0	0	No	dsDNAphage	1	Unknown	No	00021-contigs	Bacteroidia
D2_4706879||	2740	5	0	0	No	dsDNAphage	1	Unknown	Yes	00001-contigs	Gammaproteobacteria
D2_5714662||	2740	7	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_794795||	2740	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_268374||	2740	2	0	1	No	ssDNA	0	Unknown	No	00050-contigs	Cyanobacteriia
D1_1298197||	2739	5	2	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_1408801||	2739	5	2	0	No	dsDNAphage	3	Unknown	Yes	00007-contigs	Bacteroidia
D1_2622138||	2739	6	1	0	No	dsDNAphage	0	Autographiviridae	Yes	None	None
D2_283355||	2739	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_3606653||	2739	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_2706450||	2739	2	0	0	No	ssDNA	0	Unknown	No	00036-contigs	Gammaproteobacteria
D3_2915649||	2739	3	0	0	No	ssDNA	0	Unknown	No	00027-contigs	Bacteroidia
D3_5849863||	2739	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_6626825||	2739	5	0	0	No	ssDNA	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D3_6970348||	2739	6	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7682507||	2739	2	1	0	No	dsDNAphage	2	Unknown	No	None	None
D4_5269275||	2739	6	1	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Alphaproteobacteria
D2_3178027||	2738	4	0	0	No	ssDNA	0	Siphoviridae	Yes	None	None
D2_3198218||	2738	3	1	0	No	ssDNA	0	Podoviridae	No	None	None
D2_6433_length_2738_cov_188.259287_g2806_i1||	2738	2	0	0	No	RNA	0	Unknown	No	00057-contigs	Cyanobacteriia
D2_7290980||	2738	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_7688172||	2738	2	0	1	No	ssDNA	0	Unknown	No	00041-contigs	Gracilibacteria
D3_5109604||	2738	4	1	0	No	dsDNAphage	1	Unknown	Yes	00062-contigs	Bacteroidia
D4_1733612||	2738	4	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D4_1819615||	2738	2	0	1	No	ssDNA	0	Unknown	No	00032-contigs	Cyanobacteriia
D4_4626981||	2738	7	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_587636||	2737	4	1	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D2_1209375||	2737	3	1	0	No	dsDNAphage	1	Myoviridae	No	None	None
D2_1247511||	2737	2	0	0	No	ssDNA	0	Unknown	No	None	None
D2_1736461||	2737	5	2	0	No	dsDNAphage	2	Myoviridae	Yes	None	None
D2_7046081||	2737	5	2	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_8532968||	2737	5	2	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Bacteroidia
D3_1276860||	2737	2	2	0	No	dsDNAphage	1	Autographiviridae	No	None	None
D3_2239890||	2737	8	1	0	No	dsDNAphage	0	Unknown	Yes	00073-contigs	Alphaproteobacteria
D3_4395030||	2737	2	0	0	No	dsDNAphage	1	Siphoviridae	No	00006-contigs	Alphaproteobacteria
D3_4558892||	2737	7	0	0	No	dsDNAphage	0	Unknown	Yes	00075-contigs	Proteobacteria
D3_5318338||	2737	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_7698783||	2737	7	1	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Bacteroidia
D4_3003977||	2737	3	0	0	No	ssDNA	0	Unknown	No	None	None
D4_56087||	2737	7	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1624468||	2736	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_410043||	2736	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D1_4654304||	2736	2	0	1	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_2340212||	2736	4	0	1	No	ssDNA	0	Unknown	Yes	None	None
D3_1117511||	2736	1	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_3470714||	2736	2	0	2	No	ssDNA	0	Myoviridae	No	00034-contigs	Alphaproteobacteria
D3_6913093||	2736	11	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7544461||	2736	6	0	0	No	ssDNA	0	Demerecviridae	Yes	None	None
D4_375987||	2736	3	0	1	No	ssDNA	0	Unknown	No	None	None
D4_5574339||	2736	6	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_5874272||	2736	2	0	0	No	ssDNA	0	Unknown	No	00050-contigs	Cyanobacteriia
D4_6053373||	2736	3	0	0	No	ssDNA	0	Unknown	No	00003-contigs	Bacteroidia
D1_2682735||	2735	4	2	0	No	ssDNA	0	Unknown	Yes	00047-contigs	Gammaproteobacteria
D2_3496150||	2735	3	0	0	No	dsDNAphage	0	Myoviridae	No	None	None
D3_2382678||	2735	4	0	0	No	ssDNA	0	Unknown	No	None	None
D3_3801911||	2735	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4227019||	2735	2	0	0	No	dsDNAphage	1	Unknown	No	00037-contigs	Bacteroidia
D1_1423836||	2734	3	0	0	No	dsDNAphage	0	Siphoviridae	No	00009-contigs	Bacteroidia
D1_836345||	2734	2	0	1	No	ssDNA	0	Unknown	No	None	None
D2_1396834||	2734	3	1	0	No	dsDNAphage	1	Unknown	No	00020-contigs	Cyanobacteriia
D3_4329507||	2734	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_6023256||	2734	2	0	0	No	dsDNAphage	1	Unknown	No	00010-contigs	Gammaproteobacteria
D3_6529764||	2734	3	0	0	No	ssDNA	0	Unknown	No	00076-contigs	Cyanobacteriia
D4_1257433||	2734	4	1	0	No	ssDNA	0	Unknown	Yes	00003-contigs	Bacteroidia
D4_815812||	2734	4	0	3	No	ssDNA	0	Unknown	No	None	None
D1_1466902||	2733	6	0	0	No	dsDNAphage	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_3520387||	2733	2	0	0	No	ssDNA	0	Unknown	No	00009-contigs	Bacteroidia
D1_4235663||	2733	6	1	0	No	dsDNAphage	0	Unknown	Yes	00013-contigs	UBA11346
D2_5913793||	2733	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_2748793||	2733	3	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D4_3759484||	2733	4	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_6004989||	2733	2	0	0	No	ssDNA	0	Unknown	No	None	None
D4_748838||	2733	4	2	0	No	dsDNAphage	1	Autographiviridae	Yes	None	None
D1_5199347||	2732	7	3	0	No	dsDNAphage	1	Autographiviridae	Yes	00009-contigs	Bacteroidia
D2_7753132||	2732	4	2	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D4_621060||	2732	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_3585530||	2731	8	1	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_4175161||	2731	3	0	1	No	dsDNAphage	0	Unknown	No	00054-contigs	Bacteroidia
D2_739563||	2731	4	2	0	No	ssDNA	0	Myoviridae	Yes	None	None
D3_1474476||	2731	6	0	0	No	ssDNA	0	Unknown	Yes	00018-contigs	Alphaproteobacteria
D1_2586954||	2730	1	0	0	No	dsDNAphage	1	Unknown	No	None	None
D1_3042193||	2730	5	1	0	No	dsDNAphage	2	Unknown	Yes	00023-contigs	Alphaproteobacteria
D1_3121674||	2730	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_4082937||	2730	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D1_533936||	2730	4	0	1	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_5737818||	2730	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_7192574||	2730	4	0	1	No	dsDNAphage	2	Unknown	Yes	None	None
D3_4641187||	2730	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_5574596||	2730	5	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_5905107||	2730	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7200767||	2730	3	0	0	No	ssDNA	0	Unknown	No	None	None
D4_2188641||	2730	1	0	0	No	dsDNAphage	1	Unknown	No	00021-contigs	Bacteroidia
D1_1646812||	2729	3	0	1	No	ssDNA	0	Unknown	No	00004-contigs	Gammaproteobacteria
D1_4031447||	2729	3	0	0	No	dsDNAphage	1	Unknown	No	00003-contigs	Bacteroidia
D2_3090797||	2729	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_3387175||	2729	3	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_5226704||	2729	3	2	0	No	dsDNAphage	1	Unknown	No	None	None
D2_7542911||	2729	8	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4577619||	2729	4	1	0	No	ssDNA	0	Unknown	Yes	00005-contigs	Bacteroidia
D4_1785673||	2729	3	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_4037875||	2728	2	0	1	No	ssDNA	0	Unknown	No	None	None
D2_6649267||	2728	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_6901628||	2728	2	0	0	No	ssDNA	0	Unknown	No	None	None
D2_7530546||	2728	4	1	0	No	dsDNAphage	1	Unknown	Yes	00021-contigs	Bacteroidia
D3_5576524||	2728	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4481307||	2728	3	0	0	No	ssDNA	0	Unknown	No	00056-contigs	Cyanobacteriia
D1_5129878||	2727	3	0	0	No	ssDNA	0	Unknown	No	00024-contigs	Verrucomicrobiae
D2_3644674||	2727	5	0	2	No	ssDNA	0	Unknown	No	None	None
D2_5813381||	2727	4	1	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Bacteroidia
D2_870200||	2727	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_10010768||	2727	5	3	0	No	ssDNA	0	Myoviridae	Yes	00048-contigs	Cyanobacteriia
D3_6574837||	2727	3	0	0	No	ssDNA	0	Unknown	No	None	None
D1_3901140||	2726	3	3	0	No	dsDNAphage	2	Unknown	No	None	None
D1_5077072||	2726	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_4446274||	2726	5	2	0	No	dsDNAphage	1	Unknown	Yes	00004-contigs	Bacteroidia
D3_9679627||	2726	3	0	0	No	ssDNA	0	Unknown	No	00015-contigs	Gammaproteobacteria
D1_3869102||	2725	1	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_2817937||	2725	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5596799||	2725	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_2055126||	2724	2	1	0	No	dsDNAphage	1	Unknown	No	00014-contigs	Cyanobacteriia
D1_5443681||	2724	3	0	2	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_4463425||	2724	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_4911101||	2724	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6365781||	2724	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_2688698||	2724	3	0	0	No	ssDNA	0	Unknown	No	00065-contigs	Gammaproteobacteria
D3_6458307||	2724	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D4_1605710||	2724	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_2013650||	2724	4	0	1	No	dsDNAphage	1	Unknown	No	None	None
D3_3762737||	2723	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_6895838||	2723	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_2352973||	2723	5	0	0	No	ssDNA	0	Unknown	Yes	00032-contigs	Cyanobacteriia
D1_3003782||	2722	2	0	2	No	ssDNA	0	Unknown	No	00030-contigs	Alphaproteobacteria
D1_3065187||	2722	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_5556613||	2722	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_132350||	2722	4	0	0	No	dsDNAphage	1	Unknown	Yes	00003-contigs	Bacteroidia
D1_2185369||	2721	5	0	0	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Bacteroidia
D1_2568739||	2721	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D1_3098909||	2721	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_5268628||	2721	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_7752584||	2721	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_125840||	2721	3	0	0	No	ssDNA	0	Unknown	No	00075-contigs	Proteobacteria
D3_6285768||	2721	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_7981921||	2721	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4680123||	2721	3	3	0	No	ssDNA	0	Autographiviridae	No	None	None
D1_1618812||	2720	4	0	1	No	ssDNA	0	Unknown	Yes	None	None
D2_1005363||	2720	3	2	0	No	dsDNAphage	0	Siphoviridae	No	None	None
D2_4507852||	2720	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3749709||	2720	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_5572222||	2720	2	0	0	No	dsDNAphage	1	Unknown	No	00024-contigs	Bacteriovoracia
D3_5991588||	2720	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_2682_length_2720_cov_319.072913_g712_i5||	2720	3	0	0	No	RNA	0	Unknown	No	00032-contigs	Cyanobacteriia
D4_5720424||	2720	3	0	0	No	ssDNA	0	Unknown	No	00001-contigs	Gammaproteobacteria
D2_781285||	2719	2	0	0	No	dsDNAphage	0	Unknown	No	00033-contigs	Alphaproteobacteria
D2_941235||	2719	3	0	1	No	dsDNAphage	1	Unknown	No	None	None
D3_3065454||	2719	3	0	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D3_3628062||	2719	3	0	0	No	ssDNA	0	Unknown	No	00048-contigs	Cyanobacteriia
D3_6689156||	2719	4	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_9848924||	2719	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D4_244581||	2719	3	0	3	No	ssDNA	0	Myoviridae	No	00056-contigs	Cyanobacteriia
D4_266057||	2719	3	0	1	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D4_3042423||	2719	4	0	0	No	ssDNA	0	Unknown	Yes	00023-contigs	Gammaproteobacteria
D4_4670503||	2718	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1244573||	2717	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_6060782||	2717	5	3	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D2_3816406||	2717	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_7164335||	2717	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_7593316||	2717	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_8674427||	2717	2	0	2	No	ssDNA	0	Unknown	No	00073-contigs	Alphaproteobacteria
D4_2266327||	2717	3	2	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D4_880431||	2717	6	4	0	No	dsDNAphage	3	Unknown	Yes	00032-contigs	Cyanobacteriia
D1_1904237||	2716	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D1_5664933||	2716	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D2_3226662||	2716	3	0	2	No	ssDNA	0	Unknown	No	None	None
D2_37825||	2716	4	0	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D2_5783288||	2716	4	2	0	No	ssDNA	0	Demerecviridae	Yes	None	None
D2_737424||	2716	2	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_2500206||	2716	2	0	1	No	ssDNA	0	Unknown	No	None	None
D3_7689924||	2716	7	3	1	No	dsDNAphage	0	Unknown	Yes	None	None
D3_8564131||	2716	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Bacteroidia
D4_174113||	2716	4	0	1	No	ssDNA	0	Unknown	No	None	None
D2_2089078||	2715	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_381273||	2715	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_4430878||	2715	9	0	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_6403142||	2715	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6906352||	2715	3	0	0	No	ssDNA	0	Unknown	No	00054-contigs	Bacteroidia
D3_13073||	2715	2	0	0	No	ssDNA	0	Unknown	No	00059-contigs	Alphaproteobacteria
D3_1763514||	2715	2	0	1	No	ssDNA	0	Herelleviridae	No	00008-contigs	Alphaproteobacteria
D3_2165035||	2715	3	0	0	No	ssDNA	0	Unknown	No	00048-contigs	Cyanobacteriia
D3_4632735||	2715	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_1986389||	2715	4	1	0	No	ssDNA	0	Unknown	Yes	00056-contigs	Cyanobacteriia
D1_3960304||	2714	4	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_2459944||	2714	2	0	0	No	ssDNA	0	Unknown	No	None	None
D3_518216||	2714	2	0	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D4_1038500||	2714	4	0	2	No	ssDNA	0	Unknown	No	None	None
D4_3489879||	2714	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_4240550||	2713	2	0	0	No	ssDNA	0	Unknown	No	00002-contigs	Gammaproteobacteria
D2_5520904||	2713	4	1	0	No	ssDNA	0	Unknown	No	None	None
D3_3524704||	2713	7	2	0	No	ssDNA	0	Unknown	Yes	00044-contigs	Bacteroidia
D3_7780492||	2713	2	0	0	No	ssDNA	0	Unknown	No	00005-contigs	Bacteroidia
D3_8077955||	2713	3	0	0	No	ssDNA	0	Siphoviridae	No	None	None
D3_96335||	2713	2	1	0	No	dsDNAphage	1	Unknown	No	00018-contigs	Alphaproteobacteria
D4_1147883||	2713	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
